Version,College Name,Location,Date,No of Participants Attended,No of Sessions,Session Duration,Usage
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-10-14,3,1,01:00,36
online,Virtual Labs Workshop,St Vincent Pallotti College of Engineering and Technology,2017-10-14,56,2,01:00,448
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-10-16,2,1,01:00,30
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-10-16,2,1,01:00,30
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-10-16,50,1,01:00,100
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-10-17,27,1,01:00,426
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-10-17,1,1,01:00,17
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-10-17,NULL,1,01:00,NULL
online,Virtual Labs Workshop,Viishvakarma institute of Technology,2017-10-17,384,5,01:00,1920
online,Virtual Labs Workshop,"CSMSS Chh Shashu College of Engineering, Aurangabad",2017-10-17,30,1,01:00,570
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-10-17,3,1,01:00,32
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-10-18,1,1,01:00,17
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-10-18,1,1,01:00,15
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-10-19,5,1,01:00,89
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-10-23,12,1,01:00,191
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-10-23,65,2,01:00,994
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-10-23,46,1,01:00,103
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-10-23,44,1,01:00,88
online,Virtual Labs Workshop,St Vincent Pallotti College of Engineering and Technology,2017-10-23,133,2,01:00,594
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-10-24,109,3,01:00,327
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-10-24,52,1,01:00,104
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-10-24,1,1,01:00,15
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-10-24,2,1,01:00,16
online,Virtual Labs Workshop,St Vincent Pallotti College of Engineering and Technology,2017-10-24,60,2,01:00,480
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-10-24,185,3,01:00,1662
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-10-25,61,2,01:00,124
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-10-25,81,2,01:00,172
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-10-25,174,3,01:00,1902
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-10-25,5,1,01:00,59
online,Virtual Labs Workshop,St Vincent Pallotti College of Engineering and Technology,2017-10-25,60,1,01:00,480
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-10-26,5,1,01:00,111
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-10-26,84,2,01:00,232
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-10-26,2,1,01:00,22
online,Virtual Labs Workshop,St Vincent Pallotti College of Engineering and Technology,2017-10-26,60,1,01:00,360
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-10-27,93,4,01:00,1436
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-10-27,80,2,01:00,161
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-10-27,1,1,01:00,15
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-10-27,21,1,01:00,204
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-10-28,99,1,01:00,911
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-10-30,96,2,01:00,186
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-10-30,87,2,01:00,98
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-10-30,1,1,01:00,10
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-10-31,48,1,01:00,96
online,Virtual Labs Workshop,Bharti Vidyapeeth University COE Pune,2017-10-31,2,1,01:00,20
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-10-31,42,1,01:00,130
online,Virtual Labs Workshop,Rajarshi Shahu College of Engineering,2017-11-01,3,1,01:00,28
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-11-01,12,1,01:00,12
online,Virtual Labs Workshop,Rajarshi Shahu College of Engineering,2017-11-02,1,1,01:00,10
online,Virtual Labs Workshop,Government College of Engineering,2017-11-02,15,1,01:00,55
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-11-02,51,2,01:00,93
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-11-02,1,1,01:00,28
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-11-02,64,2,01:00,640
online,Virtual Labs Workshop,Sigma Institute Of Technology And Engineering Polytecnic,2017-11-02,60,1,01:00,122
online,Virtual Labs Workshop,Government College of Engineering,2017-11-03,45,1,01:00,200
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-11-03,40,1,01:00,51
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-11-04,61,1,01:00,141
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-11-06,37,1,01:00,92
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-11-06,92,2,01:00,920
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-11-06,1,2,01:00,15
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-11-07,3,1,01:00,17
online,Virtual Labs Workshop,Bapurao Deshmukh COE Sevagram,2017-11-08,70,2,01:00,672
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-11-08,2,1,01:00,32
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-11-08,25,1,01:00,29
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-11-09,5,1,01:00,16
online,Virtual Labs Workshop,Sigma Institute Of Technology And Engineering Polytecnic,2017-11-09,54,1,01:00,118
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-11-11,51,2,01:00,158
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-11-11,2,1,01:00,13
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-11-11,1,1,01:00,16
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-11-13,3,1,01:00,29
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-11-14,1,1,01:00,10
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-11-14,1,1,01:00,15
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-11-14,11,1,01:00,37
online,Virtual Labs Workshop,VPM Polytechnic,2017-11-15,1,1,01:00,15
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-11-15,2,1,01:00,20
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-11-15,2,1,01:00,10
online,Virtual Labs Workshop,"Faculty of Engineering, Marwadi Education Foundations Group of Institutions",2017-11-15,16,1,01:00,95
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-11-16,5,1,01:00,55
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-11-16,6,1,01:00,39
online,Virtual Labs Workshop,"Faculty of Engineering, Marwadi Education Foundations Group of Institutions",2017-11-16,14,1,01:00,75
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-11-16,80,2,01:00,800
online,Virtual Labs Workshop,PVG College of Engineering and Technology,2017-11-17,47,1,01:00,149
online,Virtual Labs Workshop,PVG College of Engineering and Technology,2017-11-18,169,5,01:00,222
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-11-20,6,1,01:00,39
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-11-29,1,1,01:00,10
online,Virtual Labs Workshop,Babaria Insitute of Technology,2017-12-08,71,1,01:00,212
online,Virtual Labs Workshop,Babaria Insitute of Technology,2017-12-09,71,2,01:00,212
online,Virtual Labs Workshop,Patkar Varde College,2017-12-11,17,1,01:00,169
online,Virtual Labs Workshop,Patkar Varde College,2017-12-12,18,1,01:00,177
online,Virtual Labs Workshop,Sigma Polytechnic,2017-12-26,47,1,01:00,235
online,Virtual Labs Workshop,Tatyasaheb Kore Institute of Engineering and Technology,2017-12-26,11,1,01:00,55
online,Virtual Labs Workshop,Sigma Polytechnic,2017-12-28,56,2,01:00,280
online,Virtual Labs Workshop,Sigma Polytechnic,2018-01-05,191,2,01:00,465
online,Virtual Labs Workshop,Sigma Engineering College MATAR,2018-01-30,107,1,01:00,752
online,Virtual Labs Workshop,Bharti Vidyapeeth University COE Pune,2018-02-24,311,1,01:00,3767
online,Virtual Labs Workshop,Patkar Varde College,2018-02-24,50,1,01:00,305
online,Virtual Labs Workshop,PVG College of Engineering and Technology,2018-02-26,111,1,01:00,3184
online,Virtual Labs Workshop,VPM Polytechnic,2018-02-27,52,1,01:00,740
online,Virtual Labs Workshop,Sigma Polytechnic,2018-03-02,188,2,01:00,988
online,Virtual Labs Workshop,"P R Pote Patil Education and Welfare Trusts, College of Engineering and Management",2018-03-02,430,4,01:00,2098
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2018-03-13,17,1,01:00,17
online,Virtual Labs Workshop,Babaria Insitute of Technology,2018-03-16,15,1,01:00,34
online,Virtual Labs Workshop,Babaria Insitute of Technology,2018-03-17,7,1,01:00,15
online,Virtual Labs Workshop,Sigma Institute Of Technology And Engineering Polytecnic,2018-03-17,209,1,01:00,304
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2018-03-18,NULL,1,01:00,NULL
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2018-03-18,NULL,1,01:00,NULL
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2018-03-21,298,5,01:00,731
online,Virtual Labs Workshop,PVG College of Engineering and Technology,2018-03-25,432,1,01:00,3830
online,Virtual Labs Workshop,Marathwada Mitramandals Institute of Technology,2018-03-26,54,2,01:00,77
online,Virtual Labs Workshop,Raisoni College of Engineering,2018-03-27,30,1,01:00,55
online,Virtual Labs Workshop,S K N Sinhagad College of Engineering,2018-03-28,34,1,01:00,129
online,Virtual Labs Workshop,"CSMSS Chh Shashu College of Engineering, Aurangabad",2018-03-29,3,1,01:00,17
online,Virtual Labs Workshop,AISSMS College of Engineering,2018-03-30,125,1,01:00,239
online,Virtual Labs Workshop,"CSMSS Chh Shashu College of Engineering, Aurangabad",2018-03-31,8,1,01:00,15
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2018-03-31,981,3,01:00,2550
online,Virtual Labs Workshop,Bapurao Deshmukh COE Sevagram,2018-04-02,215,2,01:00,1387
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2018-04-02,101,1,01:00,832
online,Virtual Labs Workshop,B H Gardi COET,2018-04-03,13,1,01:00,64
online,Virtual Labs Workshop,Shri Sant Gajanan Maharaj College of Engineering,2018-04-06,91,1,01:00,843
online,Virtual Labs Workshop,AISSMS College of Engineering,2018-04-06,597,3,01:00,3006
online,Virtual Labs Workshop,PES University,2018-04-06,86,1,01:00,755
online,Virtual Labs Workshop,Government College of Engineering,2018-04-06,65,1,01:00,482
online,Virtual Labs Workshop,K J institute of Engineering and Technology,2018-04-07,169,1,01:00,283
online,Virtual Labs Workshop,Marathwada Mitra Mandals Polytechnic,2018-04-10,8,1,01:00,19
online,Virtual Labs Workshop,Gujarat University,2018-04-12,42,1,01:00,105
online,Virtual Labs Workshop,Marathwada Mitra Mandals Polytechnic,2018-04-16,2,1,01:00,13
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2018-04-17,122,2,01:00,1121
online,Virtual Labs Workshop,Walchand College of Engineering,2018-04-17,107,1,01:00,319
online,Virtual Labs Workshop,MGM Jawaharlal Nehru Engineering College,2018-04-18,380,1,01:00,1749
online,Virtual Labs Workshop,"Faculty of Engineering, Marwadi Education Foundations Group of Institutions",2018-04-18,155,1,01:00,510
online,Vasavi College,"Ibrahimbagh, Hyderabad",2018-07-18,NULL,1,01:00,NULL
online,Virtual Labs Workshop,AISSMS College of Engineering,2018-04-20,148,1,01:00,638
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2018-04-20,1298,1,01:00,2438
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2018-04-21,138,1,01:00,2189
online,Virtual Labs Workshop,Marathwada Mitramandals Institute of Technology,2018-04-23,21,1,01:00,24
online,Virtual Labs Workshop,Gujarat Power Engineering and Research Institute,2018-04-23,148,1,01:00,1040
online,Virtual Labs Workshop,"Government MCA College, Ahmedabad",2018-04-25,4,1,01:00,14
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2018-04-25,117,1,01:00,340
online,Virtual Labs Workshop,"Government MCA College, Ahmedabad",2018-04-26,3,1,01:00,14
online,Virtual Labs Workshop,Acropolis Institute of Technology and Research,2018-04-26,185,5,01:00,388
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2018-04-27,91,1,01:00,430
online,Virtual Labs Workshop,Guru Nanak Institute of Technology,2018-04-27,2,1,01:00,11
online,Virtual Labs Workshop,Government Engineering College Gandhinagar,2018-04-27,6,1,01:00,18
online,Virtual Labs Workshop,Viishvakarma institute of Technology,2018-04-30,77,1,01:00,355
online,Virtual Labs Workshop,B H Gardi COET,2018-04-30,3,1,01:00,13
online,Virtual Labs Workshop,Bharti Vidyapeeth University COE Pune,2018-05-07,339,1,01:00,3701
online,Virtual Labs Workshop,Tatyasaheb Kore Institute of Engineering and Technology,2018-05-09,123,1,01:00,450
online,Virtual Labs Workshop,Marathwada Mitramandals  Institute of Technology,2018-05-11,271,1,01:00,430
online,Virtual Labs Workshop,Atmiya Institute of Technology and Science,2018-05-19,1,1,01:00,10
online,Virtual Labs Workshop,"Government Engineering College, Valsad",2018-05-21,253,1,01:00,1518
online,Virtual Labs Workshop,"GOVERNMENT ENGINEERING COLLEGE, RAJKOT",2018-05-30,168,1,01:00,1285
online,Virtual Labs Workshop,Guru Nanak Institute of Technology,2018-05-31,6,1,01:00,10
online,Virtual Labs Workshop,JD College of Engineering and Management,2018-06-04,158,1,01:00,1424
online,Virtual Labs Workshop,"GOVERNMENT ENGINEERING COLLEGE, BHARUCH",2018-06-08,130,5,01:00,4413
online,Virtual Labs Workshop,"Government Polytechnic, Godhra",2018-06-20,38,1,01:00,103
online,Virtual Labs Workshop,Government Engineering College Patan,2018-06-21,27,1,01:00,28
online,Virtual Labs Workshop,L D College of Engineering,2018-06-22,53,1,01:00,124
online,Virtual Labs Workshop,Government Engineering College Patan,2018-06-22,11,1,01:00,59
online,Virtual Labs Workshop,Government Engineering College Patan,2018-06-23,1,1,01:00,12
online,Virtual Labs Workshop,Government Engineering College Patan,2018-06-25,49,1,01:00,102
online,Virtual Labs Workshop,LUKHDHIRJI ENGINEERING COLLEGE,2018-06-25,162,2,01:00,535
online,Virtual Labs Workshop,"PVG College of Engineering, Nashik",2018-08-18,130,2,01:00,370
online,Virtual Labs Workshop,"Government Engineering College, Modasa",2018-06-25,45,1,01:00,133
online,Virtual Labs Workshop,"GOVERNMENT ENGINEERING COLLEGE, RAJKOT",2018-06-26,0,1,01:00,150
online,Virtual Labs Workshop,Government Engineering College Patan,2018-06-27,54,1,01:00,59
online,Virtual Labs Workshop,"Government Engineering College, Bhuj",2018-06-28,189,1,01:00,855
